ID	AccINSDC	Name	Assembly	BioSample	BioProject	Date	TaxId	Lineage	SuperKingdom	Phylum	Class	Order	Family	Genus	Species	Size	MolecularType	AnnotDate	Topology	MOB_60	MPF	PFinder_60	PTU	HRange
NZ_CP022824.1	CP022824.1	pKPN1705-1	GCF_002269255.1	SAMN06438648		2017-08-24	2026240	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella quasivariicola	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasivariicola	240771	Plasmid	16-APR-2020	circular	MOBF	-	IncFIB(K)	PTU-FK	III
NZ_CP022826.1	CP022826.1	pKPN1705-3	GCF_002269255.1	SAMN06438648		2017-08-24	2026240	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella quasivariicola	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasivariicola	67851	Plasmid	16-APR-2020	circular	MOBP	typeI	IncL/M(pMU407)	PTU-LM	IV
NZ_CP010209.1	CP010209.1	C	GCF_001901145.1	SAMN03252445	PRJNA269191	2016-12-12	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	61005	Plasmid	07-SEP-2019	circular	MOBF	typeF	IncFII(pCoo)	PTU-FE	III
NZ_CP010210.1	CP010210.1	D	GCF_001901145.1	SAMN03252445	PRJNA269191	2016-12-12	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	6038	Plasmid	07-SEP-2019	circular	MOBQ	-	Col156	PTU-E7	III
NZ_CP023379.1	CP023379.1	p39	GCF_002310675.1	SAMN07618123	PRJNA402083	2017-09-18	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	39598	Plasmid	21-DEC-2019	circular	MOBP	typeT	IncX1;IncX3	PTU-X1	IV
NZ_CP023380.1	CP023380.1	p43	GCF_002310675.1	SAMN07618123	PRJNA402083	2017-09-18	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	43592	Plasmid	21-DEC-2019	circular	MOBP	typeT	IncX4	PTU-X4	III
NZ_CP023381.1	CP023381.1	p91	GCF_002310675.1	SAMN07618123	PRJNA402083	2017-09-18	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	91199	Plasmid	21-DEC-2019	circular	-	-	IncY	PTU-Y	III
NZ_CP023382.1	CP023382.1	p95	GCF_002310675.1	SAMN07618123	PRJNA402083	2017-09-18	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	95720	Plasmid	21-DEC-2019	circular	MOBP	typeI	IncI1	PTU-I1	III
NC_013718.1	FN543504.1	pCROD2	GCF_000027085.1	SAMEA2272524		2010-01-04	637910	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter rodentium;Citrobacter rodentium ICC168	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter rodentium	39265	Plasmid	16-APR-2020	circular	MOBP	typeT	IncX4	PTU-X4	III
NZ_CP017793.1	CP017793.1	unnamed1	GCF_002761255.1	SAMN05933399	PRJNA349966	2017-11-07	1352	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	169793	Plasmid	21-DEC-2019	circular	-	-	repUS15	PTU-Lab50	I
NZ_CP017794.1	CP017794.1	unnamed2	GCF_002761255.1	SAMN05933399	PRJNA349966	2017-11-07	1352	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	54822	Plasmid	21-DEC-2019	circular	MOBP	-	-	PTU-Lab18	I
NZ_CP017796.1	CP017796.1	unnamed4	GCF_002761255.1	SAMN05933399	PRJNA349966	2017-11-07	1352	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	10382	Plasmid	21-DEC-2019	circular	MOBP	-	-	PTU-Lab17	I
NZ_CP050761.1	CP050761.1	pSI170-1	GCF_012052965.1	SAMN14450158	PRJNA615288	2020-04-06	286783	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Indiana	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	214820	Plasmid	08-APR-2020	circular	-	-	IncHI2;IncHI2A;IncN	PTU-HI2	IV
NZ_CP016302.1	CP016302.1	pCMCVTAb2-AB66	GCF_001922245.1	SAMN04096370	PRJNA296424	2016-12-27	470	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter calcoaceticus/baumannii complex;Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	73188	Plasmid	26-APR-2020	circular	MOBF	typeF	-	PTU-Pse5	II
NZ_LR135182.1	LR135182.1	2_length=167526	GCF_900638785.1	SAMEA4884544	PRJEB28495	2018-12-21	1352	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	167526	Plasmid	04-MAR-2020	linear	-	-	repUS15	PTU-Lab50	I
NZ_LR135184.1	LR135184.1	4_length=4118	GCF_900638785.1	SAMEA4884544	PRJEB28495	2018-12-21	1352	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	4118	Plasmid	04-MAR-2020	linear	-	-	rep14	PTU-Lab37	V
NZ_CP024840.1	CP024840.1	pCRKP-1215_2	GCF_002786755.1	SAMN07944237	PRJNA416193	2017-11-20	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	96185	Plasmid	21-DEC-2019	circular	MOBF	typeF	IncFII	PTU-FE	III
NZ_CP017178.1	CP017178.1	unnamed1	GCF_002313105.1	SAMN05631013	PRJNA340047	2017-09-19	28901	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	59371	Plasmid	21-DEC-2019	circular	-	-	IncFIB(S);IncFII(S)	PTU-FS	I
NZ_CP017445.1	CP017445.1	pO157	GCF_001753485.1	SAMN04447624	PRJNA291880	2016-10-06	83334	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli;Escherichia coli O157:H7	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	92726	Plasmid	07-SEP-2019	circular	-	-	IncFIB(AP001918);IncFII	PTU-E5	I
NZ_CP029889.1	CP029889.1	pHCM2	GCF_003717835.1	SAMN09320553	PRJNA474465	2018-11-07	90370	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	106706	Plasmid	04-MAR-2020	circular	-	-	IncFIB(pHCM2)	PTU-E18	III
NZ_CP027425.1	CP027425.1	unnamed	GCF_002984395.1	SAMN06173348	PRJNA231221	2018-03-09	571	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella oxytoca	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca	195881	Plasmid	10-OCT-2019	circular	MOBF	typeF	IncFIB(K);IncFII(K)	PTU-FK	III
NZ_CP045948.1	CP045948.1	pAUSMDU00010530_01	GCF_009664575.1	SAMN13191648	PRJNA556438	2019-11-17	90371	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	4251	Plasmid	19-NOV-2019	circular	-	-	Col440I	PTU-E3	VI
NZ_CP050713.1	CP050713.1	pSE104-1	GCF_012050525.1	SAMN14450172	PRJNA615288	2020-04-06	149539	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Enteritidis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	106652	Plasmid	08-APR-2020	circular	MOBF	typeF	IncFII(pHN7A8);IncX1	PTU-FE	III
NZ_CP050714.1	CP050714.1	pSE104-2	GCF_012050525.1	SAMN14450172	PRJNA615288	2020-04-06	149539	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Enteritidis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	59372	Plasmid	08-APR-2020	circular	-	-	IncFIB(S);IncFII(S)	PTU-FS	I
NZ_CP050715.1	CP050715.1	pSE104-3	GCF_012050525.1	SAMN14450172	PRJNA615288	2020-04-06	149539	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Enteritidis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	3374	Plasmid	08-APR-2020	circular	-	-	-	PTU-E14	III
NZ_CP034406.1	CP034406.1	pNH34.1	GCF_004135795.1	SAMN10531975	PRJNA508868	2019-02-04	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	300327	Plasmid	08-MAR-2020	circular	MOBH	-	IncFIB(Mar);IncHI1B	PTU-HI1B	III
NZ_CP034407.1	CP034407.1	pNH34.2	GCF_004135795.1	SAMN10531975	PRJNA508868	2019-02-04	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	103210	Plasmid	08-MAR-2020	circular	-	-	IncFIB(K)	PTU-FK	III
NZ_CP033710.1	CP033710.1	unnamed	GCF_003798405.1	SAMN10228562	PRJNA231221	2018-11-20	633	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis complex;Yersinia pseudotuberculosis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pseudotuberculosis	69815	Plasmid	10-OCT-2019	circular	-	-	IncFII(Y)	PTU-E2	II
NZ_CP050866.1	CP050866.1	unnamed1	GCF_012221565.1	SAMN14482836	PRJNA616136	2020-04-09	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	233800	Plasmid	10-APR-2020	circular	MOBF	-	IncFII	PTU-FSh	III
NZ_CP026137.1	CP026137.1	pF77_1	GCF_004119975.1	SAMN08378909	PRJNA430818	2019-01-30	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	104887	Plasmid	07-MAR-2020	circular	-	-	IncFII(pHN7A8);IncR	PTU-E84	I
NZ_CP026138.1	CP026138.1	pF77_2	GCF_004119975.1	SAMN08378909	PRJNA430818	2019-01-30	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	113246	Plasmid	07-MAR-2020	circular	-	-	IncFIB(pKPHS1)	PTU-E15	II
NZ_CP022673.1	CP022673.1	p866	GCF_003265245.1	SAMN07423557	PRJNA396190	2018-06-26	624	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella sonnei	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella sonnei	113079	Plasmid	06-APR-2020	circular	MOBP	typeI	IncB/O/K/Z	PTU-BOKZ	III
NZ_CP026757.1	CP026757.1	tig00000053_pilon	GCF_002948835.2	SAMN04014903	PRJNA292904	2018-10-18	548	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella aerogenes	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella aerogenes	54418	Plasmid	04-MAR-2020	circular	MOBF	typeT	IncN	PTU-N1	IV
NZ_CP026758.1	CP026758.1	tig00000058_pilon	GCF_002948835.2	SAMN04014903	PRJNA292904	2018-10-18	548	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella aerogenes	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella aerogenes	32789	Plasmid	04-MAR-2020	circular	MOBP	typeT	IncX3	PTU-X3	IV
NZ_CP032930.1	CP032930.1	unnamed5	GCF_002948835.2	SAMN04014903	PRJNA292904	2018-10-18	548	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella aerogenes	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella aerogenes	9294	Plasmid	04-MAR-2020	circular	MOBC	-	ColRNAI	PTU-E4	III
NZ_CP027161.1	CP027161.1	unnamed1	GCF_002968495.1	SAMN07291504	PRJNA316321	2018-03-05	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	207543	Plasmid	02-MAR-2020	circular	MOBF	-	IncFIB(K);IncFII(K)	PTU-FK	III
NZ_CP027158.1	CP027158.1	unnamed2	GCF_002968495.1	SAMN07291504	PRJNA316321	2018-03-05	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	113639	Plasmid	02-MAR-2020	circular	MOBF	-	IncFIB(pQil);IncFII(K)	PTU-E83	IV
NZ_CP027157.1	CP027157.1	unnamed6	GCF_002968495.1	SAMN07291504	PRJNA316321	2018-03-05	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	27546	Plasmid	02-MAR-2020	linear	MOBP	typeT	-	PTU-X3	IV
NZ_CP034137.1	CP034137.1	pG747_150.8Kb	GCF_002187935.3	SAMN05960914	PRJNA351846	2018-12-12	1463164	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella quasipneumoniae;Klebsiella quasipneumoniae subsp. similipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasipneumoniae	150833	Plasmid	03-MAR-2020	circular	MOBF	-	IncFII(K)	PTU-E82	IV
NZ_CP043774.1	CP043774.1	p1	GCF_008386295.1	SAMN12715008	PRJNA564521	2019-09-16	28901	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	55361	Plasmid	10-OCT-2019	circular	-	-	IncFIB(S);IncFII(S)	PTU-X1	IV
NZ_CP019244.1	CP019244.1	pCombat2C1-1	GCF_002951675.1	SAMN06219546	PRJNA361032	2018-02-05	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	71430	Plasmid	10-JAN-2020	circular	MOBF	typeF	IncFII(pCoo)	PTU-FE	III
NZ_LR130556.1	LR130556.1	MS14385_Plasmid01	GCF_900622655.1	SAMEA5128442	PRJEB29930	2019-01-10	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	136397	Plasmid	08-AUG-2019	linear	MOBF	-	IncFIA;IncFIB(AP001918);IncFII(pRSB107)	PTU-FE	III
NZ_LR130557.1	LR130557.1	MS14385_Plasmid02	GCF_900622655.1	SAMEA5128442	PRJEB29930	2019-01-10	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	112419	Plasmid	08-AUG-2019	linear	-	-	p0111	PTU-Y	III
NZ_LR130558.1	LR130558.1	MS14385_Plasmid03	GCF_900622655.1	SAMEA5128442	PRJEB29930	2019-01-10	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	52792	Plasmid	08-AUG-2019	linear	MOBF	typeF	IncFII	PTU-FE	III
NZ_LR130561.1	LR130561.1	MS14385_Plasmid06	GCF_900622655.1	SAMEA5128442	PRJEB29930	2019-01-10	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	5167	Plasmid	08-AUG-2019	linear	MOBQ	-	Col156	PTU-E7	III
NZ_CP012922.1	CP012922.1	pSA02DT10168701_37	GCF_001441205.1	SAMN04156749	PRJNA298211	2015-11-09	611	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Heidelberg	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	37697	Plasmid	11-FEB-2020	circular	MOBP	typeT	IncX1	PTU-X1	IV
NZ_CP012923.1	CP012923.1	pSA02DT10168701_99	GCF_001441205.1	SAMN04156749	PRJNA298211	2015-11-09	611	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Heidelberg	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	99011	Plasmid	11-FEB-2020	circular	MOBP	typeI	IncI1	PTU-I1	III
NZ_CP029740.1	CP029740.1	unnamed2	GCF_003204175.1	SAMN04014928	PRJNA292904	2018-06-10	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	103250	Plasmid	19-FEB-2020	circular	MOBF	-	IncFII(K)	PTU-E83	IV
NZ_CP018693.1	CP018693.1	pKp_Goe_588-1	GCF_001908895.1	SAMN05412457	PRJNA329409	2016-12-19	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	180027	Plasmid	02-SEP-2019	circular	MOBF	typeF;typeT	IncFIB(K);IncFII(K)	PTU-FK	III
NZ_CP018694.1	CP018694.1	pKp_Goe_588-2	GCF_001908895.1	SAMN05412457	PRJNA329409	2016-12-19	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	50609	Plasmid	02-SEP-2019	circular	-	-	IncL/M(pOXA-48)	PTU-LM	IV
NZ_CP018643.1	CP018643.1	pSE74-1357	GCF_002760955.1	SAMN06050729	PRJNA354706	2017-11-07	149539	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Enteritidis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	118824	Plasmid	21-DEC-2019	circular	MOBF	typeT	IncFII;IncN	PTU-FE	III
NZ_CP023943.1	CP023943.1	unnamed1	GCF_002587165.1	SAMN07312488	PRJNA231221	2017-10-18	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	196733	Plasmid	31-OCT-2019	circular	MOBF	typeF	IncFIB(K);IncFII(K)	PTU-FK	III
NZ_CP023942.1	CP023942.1	unnamed2	GCF_002587165.1	SAMN07312488	PRJNA231221	2017-10-18	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	187926	Plasmid	31-OCT-2019	linear	MOBF	typeF	IncFII(pHN7A8);IncR	PTU-E84	I
NZ_CP023944.1	CP023944.1	unnamed3	GCF_002587165.1	SAMN07312488	PRJNA231221	2017-10-18	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	10061	Plasmid	31-OCT-2019	circular	MOBC	-	ColRNAI	PTU-E4	III
NZ_CP015075.2	CP015075.2	pEC745_OXA48	GCF_001618345.2	SAMN04590095	PRJNA316786	2016-07-12	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	63544	Plasmid	07-SEP-2019	circular	MOBP	typeI	IncL/M(pOXA-48)	PTU-LM	IV
NZ_CP040669.1	CP040669.1	pSA20082869.1	GCF_005954705.1	SAMN10833328	PRJNA316728	2019-06-04	2583588	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	107560	Plasmid	07-JUN-2019	circular	-	-	IncFIB(S)	PTU-FS	I
