ID	PTU	mobility	oriT Family	oriT	oriT_start	oriT_end	oriT_strand	MOB	MOB_start	MOB_end	MOB_strand	Leading Region
NZ_CP009857.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	51065	51170	1	MOBP1	51476	53455	1	From 51065 in upstream direction.
NZ_CP010365.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	13420	13316	-1	MOBP1	11029	13008	-1	From 13420 in downstream direction.
NZ_CP011593.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	22980	23084	1	MOBP1	23392	25371	1	From 22980 in upstream direction.
NZ_CP011599.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	9116	9220	1	MOBP1	9528	11507	1	From 9116 in upstream direction.
NZ_CP011609.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	57505	57609	1	MOBP1	57917	59896	1	From 57505 in upstream direction.
NZ_CP011614.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	81656	81760	1	MOBP1	82068	84047	1	From 81656 in upstream direction.
NZ_CP011632.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	9434	9538	1	MOBP1	9846	11825	1	From 9434 in upstream direction.
NZ_CP011640.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	57154	57258	1	MOBP1	57566	59545	1	From 57154 in upstream direction.
NZ_CP014072.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	82	186	1	MOBP1	494	2473	1	From 82 in upstream direction.
NZ_CP014298.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	31515	31620	1	MOBP1	31926	33905	1	From 31515 in upstream direction.
NZ_CP014698.2	PTU-LM	Conjugative	pCTXM3	pCTXM3	38701	38805	1	MOBP1	39113	41092	1	From 38701 in upstream direction.
NZ_CP015071.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	28832	28728	-1	MOBP1	26441	28420	-1	From 28832 in downstream direction.
NZ_CP015075.2	PTU-LM	Conjugative	pCTXM3	pCTXM3	53591	53486	-1	MOBP1	51201	53180	-1	From 53591 in downstream direction.
NZ_CP016927.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	15086	14982	-1	MOBP1	12695	14674	-1	From 15086 in downstream direction.
NZ_CP017282.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	10791	10896	1	MOBP1	11202	13181	1	From 10791 in upstream direction.
NZ_CP017288.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	14402	14507	1	MOBP1	14813	16792	1	From 14402 in upstream direction.
NZ_CP017853.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	55075	54970	-1	MOBP1	52685	54664	-1	From 55075 in downstream direction.
NZ_CP017932.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	72439	72543	1	MOBP1	72851	74830	1	From 72439 in upstream direction.
NZ_CP017936.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	11218	11322	1	MOBP1	11630	13609	1	From 11218 in upstream direction.
NZ_CP018315.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	14202	14097	-1	MOBP1	11812	13791	-1	From 14202 in downstream direction.
NZ_CP018342.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	8147	8042	-1	MOBP1	5757	7736	-1	From 8147 in downstream direction.
NZ_CP018449.1	PTU-LM	decay Conjugative	pCTXM3	pCTXM3	42081	42185	1	MOBP1	42493	44472	1	From 42081 in upstream direction.
NZ_CP018452.1	PTU-LM	decay Conjugative	pCTXM3	pCTXM3	48454	48350	-1	MOBP1	46063	48042	-1	From 48454 in downstream direction.
NZ_CP018461.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	14163	14268	1	MOBP1	14574	16553	1	From 14163 in upstream direction.
NZ_CP018669.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	8404	8300	-1	MOBP1	6013	7992	-1	From 8404 in downstream direction.
NZ_CP018690.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	56636	56531	-1	MOBP1	54246	56225	-1	From 56636 in downstream direction.
NZ_CP018700.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	55367	55472	1	MOBP1	55778	57757	1	From 55367 in upstream direction.
NZ_CP018706.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	8141	8036	-1	MOBP1	5751	7730	-1	From 8141 in downstream direction.
NZ_CP018712.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	61262	61157	-1	MOBP1	58872	60851	-1	From 61262 in downstream direction.
NZ_CP018717.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	58044	57939	-1	MOBP1	55654	57633	-1	From 58044 in downstream direction.
NZ_CP018723.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	55149	55044	-1	MOBP1	52759	54738	-1	From 55149 in downstream direction.
NZ_CP018736.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	42615	42720	1	MOBP1	43026	45005	1	From 42615 in upstream direction.
NZ_CP018974.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	17430	17535	1	MOBP1	17841	19820	1	From 17430 in upstream direction.
NZ_CP019080.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	12641	12746	1	MOBP1	13052	15031	1	From 12641 in upstream direction.
NZ_CP019841.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	11455	11351	-1	MOBP1	9064	11043	-1	From 11455 in downstream direction.
NZ_CP020530.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	57705	57809	1	MOBP1	58117	60096	1	From 57705 in upstream direction.
NZ_CP020844.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	36393	36498	1	MOBP1	36804	38783	1	From 36393 in upstream direction.
NZ_CP021742.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	42836	42732	-1	MOBP1	40445	42424	-1	From 42836 in downstream direction.
NZ_CP022147.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	40150	40255	1	MOBP1	40561	42540	1	From 40150 in upstream direction.
NZ_CP022150.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	40154	40259	1	MOBP1	40565	42544	1	From 40154 in upstream direction.
NZ_CP022153.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	40154	40259	1	MOBP1	40565	42544	1	From 40154 in upstream direction.
NZ_CP022826.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	44542	44646	1	MOBP1	44954	46933	1	From 44542 in upstream direction.
NZ_CP023251.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	9011	9116	1	MOBP1	9422	11401	1	From 9011 in upstream direction.
NZ_CP023419.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	47463	47568	1	MOBP1	47874	49853	1	From 47463 in upstream direction.
NZ_CP024878.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	60813	60918	1	MOBP1	61224	63203	1	From 60813 in upstream direction.
NZ_CP026142.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	36065	35960	-1	MOBP1	33675	35654	-1	From 36065 in downstream direction.
NZ_CP026156.1	PTU-LM	decay Conjugative	pCTXM3	pCTXM3	35535	35640	1	MOBP1	35946	37925	1	From 35535 in upstream direction.
NZ_CP026188.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	60818	60923	1	MOBP1	61229	63208	1	From 60818 in upstream direction.
NZ_CP026194.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	59151	59256	1	MOBP1	59562	61541	1	From 59151 in upstream direction.
NZ_CP026210.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	1066	961	-1	MOBP1	2	655	-1	From 1066 in downstream direction.
NZ_CP026385.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	24252	24357	1	MOBP1	24663	26642	1	From 24252 in upstream direction.
NZ_CP026395.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	58304	58199	-1	MOBP1	55914	57893	-1	From 58304 in downstream direction.
NZ_CP026497.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	31791	31896	1	MOBP1	32202	34181	1	From 31791 in upstream direction.
NZ_CP027039.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	8947	9052	1	MOBP1	9358	11337	1	From 8947 in upstream direction.
NZ_CP027699.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	60289	60393	1	MOBP1	60701	62680	1	From 60289 in upstream direction.
NZ_CP029138.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	50512	50616	1	MOBP1	50924	52903	1	From 50512 in upstream direction.
NZ_CP029447.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	1968	1864	-1	MOBP1	3	1556	-1	From 1968 in downstream direction.
NZ_CP029599.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	75405	75509	1	MOBP1	75817	77109	1	From 75405 in upstream direction.
NZ_CP029720.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	43925	43821	-1	MOBP1	41534	43513	-1	From 43925 in downstream direction.
NZ_CP030135.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	8987	9092	1	MOBP1	9398	11377	1	From 8987 in upstream direction.
NZ_CP031216.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	15134	15239	1	MOBP1	15545	17524	1	From 15134 in upstream direction.
NZ_CP031235.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	8187	8292	1	MOBP1	8598	10577	1	From 8187 in upstream direction.
NZ_CP031322.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	68277	68382	1	MOBP1	68688	70667	1	From 68277 in upstream direction.
NZ_CP031374.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	44428	44324	-1	MOBP1	42039	44018	-1	From 44428 in downstream direction.
NZ_CP031566.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	6403	6299	-1	MOBP1	4012	5991	-1	From 6403 in downstream direction.
NZ_CP031805.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	42048	42153	1	MOBP1	42459	44438	1	From 42048 in upstream direction.
NZ_CP032170.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	40932	40828	-1	MOBP1	38541	40520	-1	From 40932 in downstream direction.
NZ_CP032174.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	45790	45895	1	MOBP1	46201	48180	1	From 45790 in upstream direction.
NZ_CP032193.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	66850	66745	-1	MOBP1	64460	66439	-1	From 66850 in downstream direction.
NZ_CP033880.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	4108	4003	-1	MOBP1	1718	3697	-1	From 4108 in downstream direction.
NZ_CP034041.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	41751	41856	1	MOBP1	42162	44141	1	From 41751 in upstream direction.
NZ_CP034202.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	22838	22734	-1	MOBP1	20449	22428	-1	From 22838 in downstream direction.
NZ_CP034283.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	40138	40243	1	MOBP1	40549	42528	1	From 40138 in upstream direction.
NZ_CP035217.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	78375	78270	-1	MOBP1	75985	77964	-1	From 78375 in downstream direction.
NZ_CP037737.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	47256	47360	1	MOBP1	47668	49647	1	From 47256 in upstream direction.
NZ_CP038457.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	35056	35161	1	MOBP1	35467	37446	1	From 35056 in upstream direction.
NZ_CP040031.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	42048	42153	1	MOBP1	42459	44438	1	From 42048 in upstream direction.
NZ_CP040036.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	42048	42153	1	MOBP1	42459	44438	1	From 42048 in upstream direction.
NZ_CP041085.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	40138	40243	1	MOBP1	40549	42528	1	From 40138 in upstream direction.
NZ_CP042490.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	25218	25113	-1	MOBP1	22828	24807	-1	From 25218 in downstream direction.
NZ_CP042501.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	73234	73339	1	MOBP1	73645	75624	1	From 73234 in upstream direction.
NZ_CP042514.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	64424	64529	1	MOBP1	64835	66814	1	From 64424 in upstream direction.
NZ_CP042522.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	64424	64529	1	MOBP1	64835	66814	1	From 64424 in upstream direction.
NZ_CP042526.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	64424	64529	1	MOBP1	64835	66814	1	From 64424 in upstream direction.
NZ_CP042532.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	64424	64529	1	MOBP1	64835	66814	1	From 64424 in upstream direction.
NZ_CP042542.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	64424	64529	1	MOBP1	64835	66814	1	From 64424 in upstream direction.
NZ_CP042568.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	64424	64529	1	MOBP1	64835	66814	1	From 64424 in upstream direction.
NZ_CP042574.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	63097	63202	1	MOBP1	63508	65487	1	From 63097 in upstream direction.
NZ_CP042580.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	58703	58808	1	MOBP1	59114	61093	1	From 58703 in upstream direction.
NZ_CP044032.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	37747	37852	1	MOBP1	38158	40137	1	From 37747 in upstream direction.
NZ_CP045017.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	35437	35541	1	MOBP1	35849	37828	1	From 35437 in upstream direction.
NZ_CP045511.1	PTU-LM	decay Conjugative	pCTXM3	pCTXM3	31645	31750	1	MOBP1	32056	34035	1	From 31645 in upstream direction.
NZ_CP048339.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	35786	35891	1	MOBP1	36197	38176	1	From 35786 in upstream direction.
NZ_CP048353.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	40138	40243	1	MOBP1	40549	42528	1	From 40138 in upstream direction.
NZ_CP050846.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	54376	54480	1	MOBP1	54788	56767	1	From 54376 in upstream direction.
NZ_KX118608.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	45962	46066	1	MOBP1	46374	48353	1	From 45962 in upstream direction.
NZ_LR025091.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	40138	40243	1	MOBP1	40549	42528	1	From 40138 in upstream direction.
NZ_LR025095.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	40141	40246	1	MOBP1	40552	42531	1	From 40141 in upstream direction.
NZ_LR025098.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	40138	40243	1	MOBP1	40549	42528	1	From 40138 in upstream direction.
NZ_LR025100.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	40138	40243	1	MOBP1	40549	42528	1	From 40138 in upstream direction.
NZ_LR025105.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	40138	40243	1	MOBP1	40549	42528	1	From 40138 in upstream direction.
NZ_LR745044.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	32915	33020	1	MOBP1	33326	35305	1	From 32915 in upstream direction.
NZ_LT838202.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	31539	31644	1	MOBP1	31950	33929	1	From 31539 in upstream direction.
NZ_LT968692.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	52850	52955	1	MOBP1	53261	55240	1	From 52850 in upstream direction.
NZ_LT985241.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	58108	58213	1	MOBP1	58519	60498	1	From 58108 in upstream direction.
NZ_LT985264.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	56252	56357	1	MOBP1	56663	58642	1	From 56252 in upstream direction.
NZ_LT985279.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	32442	32546	1	MOBP1	32854	34833	1	From 32442 in upstream direction.
NZ_LT985387.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	35665	35770	1	MOBP1	36076	38055	1	From 35665 in upstream direction.
NZ_LT994833.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	18067	18172	1	MOBP1	18478	20457	1	From 18067 in upstream direction.
NZ_LT994838.1	PTU-LM	Conjugative	pCTXM3	pCTXM3	18904	19009	1	MOBP1	19315	21294	1	From 18904 in upstream direction.
NC_003292.1	PTU-N1	Conjugative	R46	R46	19903	20551	1	MOBF	14810	18046	-1	From 20551 in downstream direction.
NC_007682.3	PTU-N1	Conjugative	R46	R46	46583	47231	1	MOBF	41490	44726	-1	From 47231 in downstream direction.
NC_009131.1	PTU-N1	Conjugative	R46	R46	60933	61581	1	MOBF	55840	59076	-1	From 61581 in downstream direction.
NC_009132.1	PTU-N1	Conjugative	R46	R46	3432	2784	-1	MOBF	5289	8525	1	From 2784 in upstream direction.
NC_009980.1	PTU-N1	Conjugative	R46	R46	53538	54186	1	MOBF	48445	51681	-1	From 54186 in downstream direction.
NC_011385.1	PTU-N1	decay Conjugative	R46	R46	15422	14796	-1	MOBF	17279	20515	1	From 14796 in upstream direction.
NC_011617.1	PTU-N1	Conjugative	R46	R46	54442	55068	1	MOBF	49343	52585	-1	From 55068 in downstream direction.
NC_014208.1	PTU-N1	Conjugative	R46	R46	34185	33559	-1	MOBF	36042	39278	1	From 33559 in upstream direction.
NC_014231.1	PTU-N1	Conjugative	R46	R46	41344	42002	1	MOBF	36251	39487	-1	From 42002 in downstream direction.
NC_014368.1	PTU-N1	Conjugative	R46	R46	59208	59865	1	MOBF	54115	57351	-1	From 59865 in downstream direction.
NC_015599.1	PTU-N1	Conjugative	R46	R46	10618	9992	-1	MOBF	12475	15717	1	From 9992 in upstream direction.
NC_019033.1	PTU-N1	Conjugative	R46	R46	28456	29104	1	MOBF	23369	26599	-1	From 29104 in downstream direction.
NC_019082.1	PTU-N1	Conjugative	R46	R46	45060	45688	1	MOBF	39961	43203	-1	From 45688 in downstream direction.
NC_019087.1	PTU-N1	Conjugative	R46	R46	32363	33021	1	MOBF	27276	30506	-1	From 33021 in downstream direction.
NC_019098.1	PTU-N1	Conjugative	R46	R46	24741	25389	1	MOBF	19648	22884	-1	From 25389 in downstream direction.
NC_019124.1	PTU-N1	Conjugative	R46	R46	13164	12527	-1	MOBF	15021	18257	1	From 12527 in upstream direction.
NC_019888.1	PTU-N1	Conjugative	R46	R46	70293	70930	1	MOBF	65206	68436	-1	From 70930 in downstream direction.
NC_020086.1	PTU-N1	Conjugative	R46	R46	20469	21095	1	MOBF	15376	18612	-1	From 21095 in downstream direction.
NC_020088.1	PTU-N1	Conjugative	R46	R46	41823	42449	1	MOBF	36730	39966	-1	From 42449 in downstream direction.
NC_022374.1	PTU-N1	Conjugative	R46	R46	40965	41591	1	MOBF	35866	39108	-1	From 41591 in downstream direction.
NC_022375.1	PTU-N1	Conjugative	R46	R46	14499	13873	-1	MOBF	16356	19592	1	From 13873 in upstream direction.
NC_023909.1	PTU-N1	Conjugative	R46	R46	44820	45446	1	MOBF	39721	42963	-1	From 45446 in downstream direction.
NC_023910.1	PTU-N1	Conjugative	R46	R46	40008	40634	1	MOBF	34909	38151	-1	From 40634 in downstream direction.
NC_024967.1	PTU-N1	Conjugative	R46	R46	59368	59994	1	MOBF	54275	57511	-1	From 59994 in downstream direction.
NC_024974.1	PTU-N1	Conjugative	R46	R46	12715	12067	-1	MOBF	14572	17808	1	From 12067 in upstream direction.
NC_025019.1	PTU-N1	Conjugative	R46	R46	52141	52767	1	MOBF	47048	50284	-1	From 52767 in downstream direction.
NC_025183.1	PTU-N1	Conjugative	R46	R46	51527	52153	1	MOBF	46434	49670	-1	From 52153 in downstream direction.
NC_025186.1	PTU-N1	Conjugative	R46	R46	48910	49536	1	MOBF	43817	47053	-1	From 49536 in downstream direction.
NC_032101.1	PTU-N1	Conjugative	R46	R46	44472	45129	1	MOBF	39379	42615	-1	From 45129 in downstream direction.
NZ_AP018362.1	PTU-N1	Conjugative	R46	R46	38215	38841	1	MOBF	33116	36358	-1	From 38841 in downstream direction.
NZ_AP018363.1	PTU-N1	Conjugative	R46	R46	19866	19240	-1	MOBF	21723	24965	1	From 19240 in upstream direction.
NZ_AP018557.1	PTU-N1	Conjugative	R46	R46	35527	36164	1	MOBF	30428	33670	-1	From 36164 in downstream direction.
NZ_AP019402.1	PTU-N1	Conjugative	R46	R46	35939	36565	1	MOBF	30840	34082	-1	From 36565 in downstream direction.
NZ_AP019403.1	PTU-N1	Conjugative	R46	R46	35939	36565	1	MOBF	30840	34082	-1	From 36565 in downstream direction.
NZ_AP019404.1	PTU-N1	Conjugative	R46	R46	36927	37553	1	MOBF	31828	35070	-1	From 37553 in downstream direction.
NZ_AP019550.1	PTU-N1	Conjugative	R46	R46	36546	37172	1	MOBF	31447	34689	-1	From 37172 in downstream direction.
NZ_CP008901.1	PTU-N1	Conjugative	R46	R46	36381	37007	1	MOBF	31288	34524	-1	From 37007 in downstream direction.
NZ_CP008908.1	PTU-N1	Conjugative	R46	R46	36381	37007	1	MOBF	31288	34524	-1	From 37007 in downstream direction.
NZ_CP009853.1	PTU-N1	Conjugative	R46	R46	42605	43231	1	MOBF	37512	40748	-1	From 43231 in downstream direction.
NZ_CP009858.1	PTU-N1	Conjugative	R46	R46	36381	37007	1	MOBF	31288	34524	-1	From 37007 in downstream direction.
NZ_CP009862.1	PTU-N1	Conjugative	R46	R46	66234	66860	1	MOBF	61141	64377	-1	From 66860 in downstream direction.
NZ_CP009864.1	PTU-N1	Conjugative	R46	R46	48706	49332	1	MOBF	43613	46849	-1	From 49332 in downstream direction.
NZ_CP009881.1	PTU-N1	Conjugative	R46	R46	36381	37007	1	MOBF	31288	34524	-1	From 37007 in downstream direction.
NZ_CP011589.1	PTU-N1	Conjugative	R46	R46	45730	46356	1	MOBF	40637	43873	-1	From 46356 in downstream direction.
NZ_CP012143.1	PTU-N1	Conjugative	R46	R46	13610	12962	-1	MOBF	15467	18703	1	From 12962 in upstream direction.
NZ_CP014524.1	PTU-N1	Conjugative	R46	R46	36021	36647	1	MOBF	32431	34164	-1	From 36647 in downstream direction.
NZ_CP017725.1	PTU-N1	Conjugative	R46	R46	15892	16540	1	MOBF	10798	14034	-1	From 16540 in downstream direction.
NZ_CP018646.1	PTU-N1	Conjugative	R46	R46	50153	49505	-1	MOBF	52010	54796	1	From 49505 in upstream direction.
NZ_CP018649.1	PTU-N1	Conjugative	R46	R46	20770	21418	1	MOBF	15677	18913	-1	From 21418 in downstream direction.
NZ_CP018945.1	PTU-N1	Conjugative	R46	R46	22198	21572	-1	MOBF	24055	27297	1	From 21572 in upstream direction.
NZ_CP018959.1	PTU-N1	Conjugative	R46	R46	47300	47926	1	MOBF	42201	45443	-1	From 47926 in downstream direction.
NZ_CP019006.1	PTU-N1	Conjugative	R46	R46	327	953	1	MOBF	42759	46001	-1	From 953 in downstream direction.
NZ_CP019026.1	PTU-N1	Conjugative	R46	R46	32276	31650	-1	MOBF	34133	37375	1	From 31650 in upstream direction.
NZ_CP020059.1	PTU-N1	Conjugative	R46	R46	835	209	-1	MOBF	2692	5928	1	From 209 in upstream direction.
NZ_CP020119.1	PTU-N1	Conjugative	R46	R46	26350	26987	1	MOBF	21263	24493	-1	From 26987 in downstream direction.
NZ_CP020527.1	PTU-N1	Conjugative	R46	R46	51801	52438	1	MOBF	46714	49944	-1	From 52438 in downstream direction.
NZ_CP021899.1	PTU-N1	Conjugative	R46	R46	69436	68799	-1	MOBF	1658	4888	1	From 68799 in upstream direction.
NZ_CP022157.1	PTU-N1	Conjugative	R46	R46	56905	56257	-1	MOBF	1530	4766	1	From 56257 in upstream direction.
NZ_CP023420.1	PTU-N1	Conjugative	R46	R46	51521	52158	1	MOBF	46428	49664	-1	From 52158 in downstream direction.
NZ_CP023894.1	PTU-N1	Conjugative	R46	R46	27092	27718	1	MOBF	21999	25235	-1	From 27718 in downstream direction.
NZ_CP023981.1	PTU-N1	oriT-Mobilizable	R46	R46	22677	22051	-1	NA	NA	NA	NA	From  22051  in upstream direction.
NZ_CP025233.1	PTU-N1	Conjugative	R46	R46	48756	49415	1	MOBF	43663	46899	-1	From 49415 in downstream direction.
NZ_CP025710.1	PTU-N1	Conjugative	R46	R46	56964	57590	1	MOBF	51871	55107	-1	From 57590 in downstream direction.
NZ_CP025758.1	PTU-N1	Conjugative	R46	R46	48705	49331	1	MOBF	43612	46848	-1	From 49331 in downstream direction.
NZ_CP025965.2	PTU-N1	Conjugative	R46	R46	46322	46948	1	MOBF	41229	44465	-1	From 46948 in downstream direction.
NZ_CP025984.1	PTU-N1	MOB-Mobilizable	R46	R46	14264	13638	-1	MOBF	16121	19357	1	From 13638 in upstream direction.
NZ_CP026053.1	PTU-N1	Conjugative	R46	R46	5332	4684	-1	MOBF	7189	10425	1	From 4684 in upstream direction.
NZ_CP026169.1	PTU-N1	Conjugative	R46	R46	21865	22491	1	MOBF	16772	20008	-1	From 22491 in downstream direction.
NZ_CP026277.1	PTU-N1	Conjugative	R46	R46	26921	26295	-1	MOBF	28778	32014	1	From 26295 in upstream direction.
NZ_CP026389.1	PTU-N1	Conjugative	R46	R46	22842	23468	1	MOBF	17749	20985	-1	From 23468 in downstream direction.
NZ_CP026496.1	PTU-N1	Conjugative	R46	R46	45280	45906	1	MOBF	40187	43423	-1	From 45906 in downstream direction.
NZ_CP026757.1	PTU-N1	Conjugative	R46	R46	24276	24902	1	MOBF	19177	22419	-1	From 24902 in downstream direction.
NZ_CP027050.1	PTU-N1	Conjugative	R46	R46	14575	15223	1	MOBF	9482	12718	-1	From 15223 in downstream direction.
NZ_CP028173.1	PTU-N1	Conjugative	R46	R46	42549	41901	-1	MOBF	44406	47642	1	From 41901 in upstream direction.
NZ_CP028486.1	PTU-N1	Conjugative	R46	R46	34171	33545	-1	MOBF	36028	39264	1	From 33545 in upstream direction.
NZ_CP028958.1	PTU-N1	Conjugative	R46	R46	69377	70003	1	MOBF	64284	67520	-1	From 70003 in downstream direction.
NZ_CP030335.1	PTU-N1	Conjugative	R46	R46	43904	43278	-1	MOBF	45761	48997	1	From 43278 in upstream direction.
NZ_CP031109.1	PTU-N1	Conjugative	R46	R46	33265	33923	1	MOBF	28178	31408	-1	From 33923 in downstream direction.
NZ_CP033359.1	PTU-N1	Conjugative	R46	R46	11199	11847	1	MOBF	6106	9342	-1	From 11847 in downstream direction.
NZ_CP036363.1	PTU-N1	Conjugative	R46	R46	40702	41328	1	MOBF	35603	38845	-1	From 41328 in downstream direction.
NZ_CP036368.1	PTU-N1	Conjugative	R46	R46	46390	47016	1	MOBF	41291	44533	-1	From 47016 in downstream direction.
NZ_CP039821.1	PTU-N1	Conjugative	R46	R46	49638	50264	1	MOBF	44545	47781	-1	From 50264 in downstream direction.
NZ_CP040178.1	PTU-N1	Conjugative	R46	R46	22386	23012	1	MOBF	17293	20529	-1	From 23012 in downstream direction.
NZ_CP040859.1	PTU-N1	Conjugative	R46	R46	36112	35486	-1	MOBF	37969	41205	1	From 35486 in upstream direction.
NZ_CP040895.1	PTU-N1	Conjugative	R46	R46	81233	81859	1	MOBF	76140	79376	-1	From 81859 in downstream direction.
NZ_CP042581.1	PTU-N1	Conjugative	R46	R46	31274	31900	1	MOBF	26175	29417	-1	From 31900 in downstream direction.
NZ_CP043184.1	PTU-N1	Conjugative	R46	R46	30748	31396	1	MOBF	25655	28891	-1	From 31396 in downstream direction.
NZ_CP043186.1	PTU-N1	Conjugative	R46	R46	30749	31397	1	MOBF	25656	28892	-1	From 31397 in downstream direction.
NZ_CP043188.1	PTU-N1	Conjugative	R46	R46	30749	31397	1	MOBF	25656	28892	-1	From 31397 in downstream direction.
NZ_CP043224.1	PTU-N1	Conjugative	R46	R46	30564	31212	1	MOBF	25471	28707	-1	From 31212 in downstream direction.
NZ_CP044187.1	PTU-N1	Conjugative	R46	R46	48291	48917	1	MOBF	43198	46434	-1	From 48917 in downstream direction.
